price,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,state,car_age,log_odometer
16897,hyundai,elantra,unknown,4 cylinders,gas,other,fwd,sedan,al,7.0,11.173599159366109
18897,bmw,535i,unknown,6 cylinders,gas,other,rwd,sedan,al,13.0,11.568993840489764
3477,honda,civic lx,good,4 cylinders,gas,automatic,fwd,sedan,al,15.0,12.225880174775122
5477,subaru,impreza 2.5i,excellent,4 cylinders,gas,manual,unknown,hatchback,al,17.0,11.835016210489899
8477,infiniti,g37s coupe,excellent,6 cylinders,gas,manual,rwd,coupe,al,17.0,11.982935344196433
39500,honda,passport elite,like new,6 cylinders,gas,automatic,4wd,SUV,al,6.0,9.112727543109182
3000,chevrolet,s10 pickup,good,4 cylinders,gas,automatic,rwd,truck,al,25.0,12.08954444723597
8990,infiniti,m35,good,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.79908888485272
8990,infiniti,m35,good,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.79908888485272
26990,toyota,tacoma,unknown,6 cylinders,gas,automatic,rwd,pickup,al,9.0,11.533610056163061
8950,toyota,corolla,good,4 cylinders,gas,automatic,fwd,sedan,al,11.0,11.788145204130913
7420,kia,forte,unknown,4 cylinders,gas,automatic,fwd,sedan,al,13.0,11.721937637017227
8970,audi,a4,unknown,4 cylinders,gas,other,4wd,sedan,al,17.0,11.485913915723378
17679,toyota,fj cruiser,unknown,6 cylinders,gas,automatic,4wd,SUV,al,18.0,12.06221959597663
15997,lexus,ls 460,unknown,8 cylinders,gas,automatic,rwd,sedan,al,18.0,11.747965966096412
12875,toyota,tacoma,unknown,6 cylinders,gas,automatic,rwd,truck,al,23.0,12.083718553495777
12250,toyota,4runner sport,unknown,unknown,gas,automatic,unknown,unknown,al,18.0,12.149507585033072
13900,nissan,altima 2.5 s,excellent,4 cylinders,gas,automatic,fwd,sedan,al,11.0,10.456280115123425
9300,chrysler,town & country touring,good,6 cylinders,gas,automatic,fwd,mini-van,al,15.0,11.449026739119997
3995,chrysler,pt cruiser,excellent,4 cylinders,gas,automatic,fwd,SUV,al,22.0,11.863589378812122
6250,mercedes-benz,clk350,excellent,6 cylinders,gas,automatic,rwd,coupe,al,16.0,11.790564777297387
10400,dodge,dakota laramie quad cab,excellent,8 cylinders,gas,automatic,rwd,pickup,al,19.0,11.398647529267592
17900,jeep,wrangler,excellent,6 cylinders,gas,manual,4wd,SUV,al,20.0,11.676038717822886
17900,jeep,wrangler,excellent,6 cylinders,gas,automatic,fwd,SUV,al,21.0,11.64098441103626
12900,jeep,wrangler,good,6 cylinders,gas,manual,4wd,SUV,al,26.0,12.092836755917517
18900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,12.201065128819632
17700,ram,2500,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.813037464800539
6995,subaru,outback,unknown,6 cylinders,gas,automatic,unknown,unknown,al,14.0,11.944714374881176
21900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,12.122696471358964
33900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,11.48247656671073
24900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,11.0,11.686887175419702
1800,honda,accord coupe,good,unknown,gas,automatic,fwd,coupe,al,22.0,11.936466219805624
25000,ram,1500,excellent,6 cylinders,gas,automatic,4wd,truck,al,8.0,11.472113887062386
15950,,volkwagen gti,like new,4 cylinders,gas,manual,fwd,hatchback,al,9.0,11.094527081450165
7950,toyota,rav4,good,4 cylinders,gas,automatic,unknown,unknown,al,17.0,12.061653625784686
23950,nissan,370z,excellent,6 cylinders,gas,manual,rwd,coupe,al,10.0,11.096197164583353
12500,ford,f-150,unknown,8 cylinders,gas,automatic,rwd,unknown,al,16.0,12.1803701481778
15900,ford,flex,unknown,6 cylinders,gas,automatic,fwd,unknown,al,11.0,11.718067965174885
19500,ford,mustang,unknown,8 cylinders,gas,manual,rwd,coupe,al,11.0,11.317931957072364
9500,volkswagen,passat,unknown,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.548591791847038
10450,lexus,ls 460,good,6 cylinders,gas,automatic,rwd,unknown,al,17.0,12.13841459705618
18900,chevrolet,traverse,unknown,6 cylinders,gas,automatic,fwd,unknown,al,10.0,11.191465971069325
12450,kia,optima sx turbo,like new,4 cylinders,gas,automatic,fwd,sedan,al,12.0,11.469297453932011
11950,infiniti,m37,excellent,6 cylinders,gas,automatic,unknown,unknown,al,14.0,11.620756925328225
18450,ford,mustang gt,like new,8 cylinders,gas,automatic,rwd,unknown,al,11.0,11.904318693634053
11950,ford,focus st,good,4 cylinders,gas,manual,fwd,hatchback,al,11.0,11.92311937465148
4900,mazda,b2300,good,4 cylinders,gas,automatic,unknown,unknown,al,21.0,12.240478903153711
27995,ford,f250 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.765976583441928
11950,ford,edge sport,excellent,unknown,gas,automatic,unknown,SUV,al,14.0,11.949462792632803
7950,chrysler,200 limited,good,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.939114344618368
8900,toyota,camry se,excellent,4 cylinders,gas,automatic,fwd,sedan,al,14.0,12.00762780434872
5500,acura,mdx,unknown,unknown,gas,automatic,unknown,unknown,al,18.0,11.970356641102999
34590,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,other,unknown,pickup,al,7.0,9.945444902296636
15590,acura,tsx sedan 4d,good,unknown,other,other,fwd,sedan,al,13.0,11.17218011157584
27590,chevrolet,camaro lt coupe 2d,good,unknown,gas,other,rwd,coupe,al,6.0,9.801288700215881
24590,chevrolet,silverado 1500 regular,good,6 cylinders,gas,other,unknown,pickup,al,8.0,10.616069645734681
21990,chrysler,pacifica touring-l,good,6 cylinders,gas,other,fwd,van,al,8.0,9.949511990847407
31590,jeep,wrangler unlimited sport,good,6 cylinders,gas,other,4wd,other,al,8.0,10.32803607512056
22499,volkswagen,tiguan,unknown,unknown,gas,automatic,unknown,SUV,al,7.0,10.124348500692786
38900,ford,f-250,unknown,unknown,diesel,automatic,4wd,pickup,al,10.0,12.0766015700786
38900,ford,f-250,unknown,unknown,diesel,automatic,4wd,pickup,al,10.0,12.0766015700786
24989,cadillac,xlr,unknown,8 cylinders,gas,automatic,rwd,convertible,al,17.0,11.179380938420351
10000,gmc,sierra 1500,excellent,8 cylinders,gas,automatic,rwd,truck,al,36.0,11.956193615144054
1800,chevrolet,c10,fair,8 cylinders,gas,automatic,unknown,unknown,al,40.0,10.463131911491967
64495,ford,f450 super duty regular cab & chassis,excellent,unknown,diesel,automatic,unknown,unknown,al,6.0,9.692210811286753
19900,nissan,rogue sv,excellent,4 cylinders,gas,automatic,fwd,SUV,al,7.0,11.101960259016467
58989,tesla,model s,unknown,unknown,electric,automatic,unknown,sedan,al,10.0,10.081926582065858
18600,toyota,sienna xle,excellent,6 cylinders,gas,automatic,fwd,mini-van,al,10.0,11.648705577328267
16935,kia,sportage,unknown,4 cylinders,gas,automatic,4wd,SUV,al,7.0,11.0836337441855
20447,kia,sorento,unknown,4 cylinders,gas,automatic,fwd,SUV,al,7.0,10.649227183215244
23500,acura,rdx awd,good,6 cylinders,gas,automatic,4wd,SUV,al,9.0,11.170449240431308
30990,toyota,tundra double cab sr,good,8 cylinders,gas,other,unknown,pickup,al,8.0,10.624371488067673
8950,toyota,corolla,good,4 cylinders,gas,automatic,fwd,sedan,al,11.0,11.788145204130913
34500,bmw,x6,unknown,8 cylinders,gas,automatic,unknown,unknown,al,13.0,10.891615108028965
16306,mazda,mazda3 4-door,unknown,4 cylinders,gas,automatic,fwd,sedan,al,8.0,11.53256141170931
16868,kia,sedona,unknown,6 cylinders,gas,automatic,fwd,van,al,8.0,11.385807746410581
26990,nissan,titan crew cab sv pickup,good,8 cylinders,gas,other,unknown,pickup,al,8.0,10.44482298250669
39590,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,other,rwd,coupe,al,5.0,7.258412150595307
8900,honda,accord lx,good,4 cylinders,gas,automatic,fwd,sedan,al,15.0,11.8058786208208
6250,honda,pilot ex-l,excellent,6 cylinders,gas,automatic,fwd,SUV,al,17.0,11.918397239722838
38995,ford,f-250 super duty,unknown,unknown,gas,automatic,4wd,unknown,al,13.0,9.127610724377186
31990,chevrolet,silverado 1500,unknown,8 cylinders,unknown,automatic,4wd,pickup,al,9.0,11.586157339176479
16590,volkswagen,beetle 1.8t fleet,good,unknown,gas,other,fwd,hatchback,al,10.0,10.587846227062993
32990,toyota,highlander xle sport,good,6 cylinders,gas,other,unknown,other,al,7.0,10.084641761578077
18990,mitsubishi,eclipse cross es,good,unknown,other,other,unknown,hatchback,al,7.0,9.668334677096187
22590,subaru,impreza 2.0i sport wagon,good,unknown,gas,other,unknown,wagon,al,7.0,9.768412111339039
17990,toyota,corolla le sedan 4d,good,unknown,other,other,fwd,sedan,al,7.0,9.566475170062406
16990,chevrolet,trax ls sport utility,good,unknown,gas,other,fwd,hatchback,al,7.0,10.154168446843427
21990,honda,accord sport se sedan 4d,good,unknown,gas,other,fwd,sedan,al,8.0,10.417807065556374
18590,kia,soul ! wagon 4d,good,unknown,gas,other,fwd,wagon,al,8.0,9.939337205429826
24990,ford,explorer sport utility 4d,good,unknown,gas,other,fwd,other,al,7.0,10.112653875919479
8999,nissan,sentra sv sedan 4d,like new,4 cylinders,gas,automatic,fwd,sedan,al,11.0,11.201810985535325
23900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.87757552297847
10882,,- PROMASTER CITY,excellent,unknown,gas,automatic,unknown,unknown,al,10.0,11.767575435251748
11882,,- PROMASTER CITY,excellent,unknown,gas,automatic,unknown,unknown,al,9.0,11.72821424820506
26900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.418625774449598
19800,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,11.0,12.07254696717504
22900,gmc,sierra 2500,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,12.122696471358964
7800,cadillac,srx,unknown,6 cylinders,gas,automatic,unknown,unknown,al,15.0,11.479823593465111
11995,chevrolet,tahoe,unknown,unknown,gas,automatic,4wd,unknown,al,18.0,12.048634902558666
17995,ram,promaster 1500 cargo van,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,11.898629944900238
18800,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,12.07824495582233
10998,nissan,murano,unknown,unknown,gas,automatic,fwd,SUV,al,12.0,11.873344391451308
25800,jeep,renegade limited sport,like new,4 cylinders,gas,automatic,unknown,other,al,5.0,8.974744612722734
4700,honda,crx,like new,4 cylinders,gas,automatic,fwd,hatchback,al,37.0,11.554710195911019
8800,lexus,es 350 sedan,like new,6 cylinders,gas,automatic,fwd,sedan,al,18.0,11.938199736300925
8700,ford,focus se flex fuel,like new,4 cylinders,gas,automatic,fwd,sedan,al,11.0,10.691967639914864
8995,dodge,nitro slt,like new,6 cylinders,gas,automatic,fwd,SUV,al,16.0,11.326607934898927
21900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.552155793461898
39989,ram,2500,unknown,8 cylinders,gas,automatic,4wd,pickup,al,9.0,11.116588567688936
23990,chevrolet,camaro,excellent,8 cylinders,gas,manual,rwd,coupe,al,15.0,9.852246888342531
25900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,11.813037464800539
24900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.938199736300925
12989,cadillac,cts sedan,unknown,6 cylinders,unknown,automatic,rwd,sedan,al,12.0,11.209899609783772
28299,lexus,is,unknown,unknown,gas,automatic,fwd,sedan,al,7.0,10.36119716915088
16989,gmc,acadia,unknown,6 cylinders,gas,automatic,fwd,SUV,al,11.0,11.320068606260891
19276,subaru,crosstrek,unknown,4 cylinders,gas,automatic,4wd,SUV,al,9.0,11.719646908587718
11988,kia,soul,unknown,4 cylinders,gas,automatic,fwd,wagon,al,9.0,11.272673902618335
17897,lincoln,mkz,unknown,6 cylinders,gas,other,fwd,sedan,al,10.0,11.419361759191913
15950,chevrolet,silverado 1500,good,8 cylinders,gas,automatic,rwd,unknown,al,14.0,11.904913497231226
24699,audi,a4,unknown,unknown,gas,automatic,unknown,sedan,al,7.0,11.116841218667815
22795,mercedes-benz,c-class,unknown,4 cylinders,gas,automatic,unknown,sedan,al,10.0,11.125364123639649
11275,volkswagen,cc,unknown,4 cylinders,gas,automatic,fwd,sedan,al,12.0,11.270051033785931
27977,toyota,tacoma,unknown,4 cylinders,gas,automatic,rwd,truck,al,8.0,10.58159723451934
3600,ford,f150,good,8 cylinders,gas,manual,unknown,truck,al,28.0,12.235636302128867
50990,mercedes-benz,s-class,unknown,8 cylinders,gas,automatic,unknown,sedan,al,8.0,11.136689007522193
5999,acura,tl,good,6 cylinders,gas,automatic,rwd,sedan,al,16.0,11.944714374881176
5495,cadillac,dts,good,8 cylinders,gas,automatic,unknown,sedan,al,17.0,11.743219391313271
5795,cadillac,dts,excellent,8 cylinders,gas,automatic,unknown,sedan,al,18.0,11.556951919719207
7500,chrysler,aspen,like new,8 cylinders,gas,automatic,rwd,SUV,al,17.0,12.160033942617156
6900,ford,ranger edge 4x4,good,6 cylinders,gas,automatic,4wd,pickup,al,22.0,12.345838935721968
11900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,18.0,12.19602736016897
8500,ford,expedition,unknown,8 cylinders,gas,automatic,4wd,unknown,al,18.0,12.185946465896581
26900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.744045122410057
27900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.80560254159177
30900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,11.0,11.472113887062386
10900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,23.0,12.08954444723597
29000,toyota,tacoma,excellent,6 cylinders,gas,automatic,4wd,pickup,al,6.0,10.292179440058462
17900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.989165855127435
4477,chevrolet,express 3500 van,unknown,8 cylinders,gas,automatic,unknown,van,al,19.0,12.429220196836383
17900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,12.133507329024972
17500,jeep,wrangler unlimited,good,6 cylinders,gas,automatic,4wd,other,al,15.0,12.07824495582233
750,saturn,l300,fair,6 cylinders,gas,automatic,fwd,wagon,al,21.0,11.42468424111979
16977,honda,cr-v,unknown,4 cylinders,gas,automatic,fwd,SUV,al,10.0,11.809646562072679
30990,chevrolet,colorado crew cab z71,good,unknown,other,other,4wd,pickup,al,9.0,10.461416203770762
19900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,12.031725210748633
6500,hyundai,genesis coupe 2.0t,excellent,4 cylinders,gas,automatic,rwd,coupe,al,14.0,12.190964083849375
20900,gmc,sierra 2500,unknown,unknown,gas,automatic,unknown,unknown,al,15.0,11.842236406331555
62977,chevrolet,corvette,unknown,8 cylinders,gas,automatic,rwd,coupe,al,8.0,6.914730892718563
10945,chevrolet,cruze limited lt,unknown,unknown,gas,automatic,unknown,unknown,al,9.0,11.296037307818526
14500,hyundai,elantra sel,unknown,unknown,gas,automatic,unknown,unknown,al,7.0,11.184379730463446
10500,gmc,yukon,good,8 cylinders,gas,automatic,unknown,unknown,al,18.0,12.06105265381003
13510,ford,fusion hybrid titanium,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,11.609670977827413
10400,dodge,dakota laramie quad cab,excellent,8 cylinders,gas,automatic,rwd,pickup,al,19.0,11.398647529267592
14989,chevrolet,express cargo van,unknown,8 cylinders,gas,automatic,rwd,van,al,11.0,12.228215669215805
16700,ford,f-150,unknown,8 cylinders,gas,other,4wd,truck,al,12.0,12.105799168920905
15897,chevrolet,malibu,unknown,4 cylinders,gas,other,fwd,sedan,al,7.0,11.096667321032777
23900,ram,1500,unknown,unknown,diesel,automatic,4wd,pickup,al,10.0,11.586770545428099
6695,dodge,grand caravan,good,6 cylinders,gas,automatic,unknown,unknown,al,11.0,11.931642378754141
23900,ford,f150,unknown,unknown,gas,automatic,4wd,other,al,12.0,11.904284887350814
32900,gmc,yukon xl,unknown,unknown,other,automatic,rwd,SUV,al,10.0,11.519195765483587
26900,dodge,charger,unknown,unknown,gas,automatic,rwd,sedan,al,9.0,11.036018059407699
34900,ford,f-150,unknown,unknown,other,automatic,4wd,pickup,al,12.0,11.78156996739487
8900,toyota,highlander suv,excellent,6 cylinders,gas,automatic,fwd,SUV,al,16.0,12.133507329024972
4000,hyundai,elantra,good,4 cylinders,gas,automatic,unknown,sedan,al,15.0,12.0955711599251
11295,chevrolet,sonic,unknown,4 cylinders,gas,automatic,fwd,hatchback,al,11.0,10.799983657082104
20900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,11.842236406331555
2000,bmw,x3,fair,6 cylinders,gas,automatic,4wd,SUV,al,20.0,12.206077645517674
18900,fiat,124 spider,excellent,4 cylinders,gas,manual,rwd,convertible,al,8.0,9.692828247710418
2300,jeep,grand cherokee,good,4 cylinders,gas,automatic,rwd,unknown,al,26.0,12.464100598697886
15156,nissan,rogue,unknown,4 cylinders,gas,automatic,fwd,SUV,al,9.0,11.264476926102367
14655,toyota,camry,unknown,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.799096396223058
8877,nissan,altima,unknown,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.938421932383347
15685,subaru,legacy,unknown,4 cylinders,gas,automatic,4wd,sedan,al,11.0,11.247057068196021
16590,jeep,renegade sport suv 4d,good,unknown,gas,other,4wd,other,al,9.0,10.486708253717469
36990,dodge,challenger r/t coupe 2d,good,unknown,other,other,rwd,coupe,al,5.0,8.35936910622267
26990,ford,f150 regular cab xl pickup,good,6 cylinders,gas,other,unknown,pickup,al,9.0,9.56317796268366
27990,acura,rdx technology pkg sport,good,6 cylinders,gas,other,unknown,other,al,7.0,10.335010194963582
39990,nissan,370z nismo coupe 2d,good,6 cylinders,gas,other,rwd,coupe,al,6.0,9.032886946579088
16590,volkswagen,jetta sportwagen 2.0l,good,unknown,gas,automatic,fwd,wagon,al,11.0,10.605718351829116
26990,bmw,3 series 330i xdrive sedan,good,unknown,gas,other,unknown,sedan,al,7.0,10.249238041316636
21590,buick,regal premium ii sedan 4d,good,unknown,gas,other,fwd,sedan,al,8.0,9.61146273065021
25500,jaguar,xj,unknown,6 cylinders,unknown,automatic,rwd,sedan,al,10.0,11.172053564004328
11500,,mazdaspeed3,good,4 cylinders,gas,manual,fwd,hatchback,al,13.0,11.277215789596893
6900,ford,fusion se,unknown,unknown,gas,automatic,unknown,unknown,al,11.0,11.661354090741
8500,ford,taurus,unknown,6 cylinders,gas,automatic,4wd,sedan,al,15.0,11.978073575239566
3900,hyundai,tucson,unknown,4 cylinders,gas,automatic,fwd,unknown,al,19.0,12.472459577441796
34900,ram,2500,unknown,6 cylinders,diesel,automatic,4wd,unknown,al,13.0,12.11652532848822
13900,buick,encore,unknown,4 cylinders,gas,automatic,fwd,unknown,al,11.0,10.905717420087935
8495,kia,optima,good,4 cylinders,gas,automatic,rwd,sedan,al,12.0,11.751950239425476
29900,chevrolet,silverado 3500,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.989165855127435
16900,chevrolet,silverado 3500,unknown,unknown,gas,automatic,unknown,unknown,al,17.0,12.055255569732177
24900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.870606902224587
18900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,12.049424683420915
33900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,6.0,11.80560254159177
20900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,12.111767460549332
30900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.461642696843066
29900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,6.0,12.001511614739405
26900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.289794413577894
23500,chevrolet,silverado 2500hd,unknown,8 cylinders,gas,automatic,4wd,unknown,al,12.0,12.198211830118325
39900,ford,super duty f-450 drw chassis cab,unknown,8 cylinders,diesel,automatic,4wd,unknown,al,9.0,11.999319042195566
59900,chevrolet,ss sedan,unknown,8 cylinders,gas,automatic,rwd,sedan,al,8.0,8.02322468471667
24590,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,other,unknown,pickup,al,12.0,11.293761484648849
18998,acura,tlx,unknown,unknown,gas,automatic,fwd,sedan,al,10.0,10.941588754609102
8995,nissan,murano sl,excellent,6 cylinders,gas,automatic,fwd,SUV,al,14.0,11.638456187417438
32990,tesla,model s signature,good,unknown,electric,other,rwd,sedan,al,12.0,11.044344822797983
11989,bmw,z4,unknown,6 cylinders,gas,automatic,rwd,convertible,al,17.0,11.417911241366546
29990,volvo,s90 t5 momentum sedan 4d,good,unknown,gas,other,unknown,sedan,al,7.0,9.536762272743895
12500,toyota,4runner,excellent,8 cylinders,gas,automatic,rwd,SUV,al,26.0,12.055255569732177
36990,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,other,4wd,pickup,al,9.0,10.05151955135521
23590,nissan,frontier king cab sv,good,unknown,gas,other,fwd,pickup,al,8.0,10.521156591920116
29989,chevrolet,suburban,unknown,8 cylinders,unknown,automatic,rwd,SUV,al,10.0,11.790511745989964
7499,honda,accord,unknown,unknown,gas,automatic,unknown,sedan,al,14.0,12.028326605078037
36995,chevrolet,silverado 2500hd,unknown,unknown,gas,automatic,4wd,unknown,al,8.0,10.681756826512895
10995,nissan,frontier s,good,6 cylinders,gas,automatic,unknown,pickup,al,14.0,11.842955566958302
10500,mercedes-benz,c300 sport,excellent,6 cylinders,gas,automatic,unknown,sedan,al,16.0,11.373674891823535
41000,rover,hse,like new,8 cylinders,gas,automatic,4wd,unknown,al,11.0,11.002116507732017
25590,jeep,grand cherokee laredo sport,good,6 cylinders,other,other,4wd,SUV,al,8.0,10.351884428027805
17990,subaru,xv crosstrek premium,good,unknown,gas,other,unknown,hatchback,al,12.0,10.957311658414104
24699,volkswagen,jetta,unknown,unknown,gas,automatic,unknown,sedan,al,6.0,9.348274558065496
10900,nissan,titan,good,8 cylinders,gas,automatic,rwd,truck,al,16.0,12.205637550890227
8000,kia,soul,excellent,4 cylinders,gas,automatic,fwd,hatchback,al,13.0,11.793764174940002
30990,ford,ranger supercrew xl pickup,good,unknown,other,other,unknown,pickup,al,6.0,7.51479976048867
10500,mercedes-benz,benz e350,unknown,6 cylinders,gas,automatic,rwd,unknown,al,14.0,11.790564777297387
8600,ford,escape,good,4 cylinders,gas,automatic,fwd,SUV,al,15.0,10.609081944147828
4995,toyota,camry,excellent,4 cylinders,gas,automatic,fwd,sedan,al,18.0,12.019749091416921
6499,chevrolet,cruze ls,excellent,4 cylinders,gas,automatic,fwd,sedan,al,13.0,11.835016210489899
27900,chevrolet,silverado 3500hd,good,8 cylinders,diesel,automatic,4wd,truck,al,11.0,12.046643056748506
31590,cadillac,xt4 sport suv 4d,good,unknown,other,other,fwd,hatchback,al,6.0,9.401208634738603
21990,mercedes-benz,glk,unknown,4 cylinders,diesel,automatic,unknown,SUV,al,10.0,11.413204572257253
4800,chevrolet,avalanche,good,8 cylinders,gas,automatic,4wd,pickup,al,21.0,12.330001203167846
20900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,11.751950239425476
24900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.870606902224587
24900,ford,f250,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.92504173829169
22900,chevrolet,silverado 2500,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,12.128116509451258
10900,ford,expedition,good,8 cylinders,gas,automatic,rwd,SUV,al,14.0,11.972701975060447
78000,cadillac,escalade,like new,unknown,gas,automatic,fwd,SUV,al,5.0,8.366602832783736
9900,bmw,128 i coupe,like new,6 cylinders,gas,automatic,fwd,coupe,al,14.0,11.599112335481124
32250,acura,tlx a-spec,like new,unknown,gas,manual,unknown,unknown,al,6.0,9.925102262508537
36995,chevrolet,silverado 3500hd,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,10.969180565558148
3100,volvo,xc90,fair,5 cylinders,gas,automatic,4wd,SUV,al,19.0,12.207266932085995
34590,chevrolet,silverado 1500 double,good,6 cylinders,gas,other,4wd,pickup,al,9.0,10.292145542327912
14989,audi,q7,unknown,6 cylinders,diesel,automatic,unknown,SUV,al,13.0,12.00982050718424
3999,acura,tl,unknown,unknown,gas,automatic,unknown,unknown,al,19.0,12.230770136157428
2999,gmc,sierra 1500,unknown,6 cylinders,gas,automatic,unknown,unknown,al,31.0,11.976665770490767
2999,ford,f150 xlt,unknown,unknown,gas,automatic,unknown,unknown,al,21.0,12.264346270624157
10999,ford,f-150,unknown,unknown,gas,automatic,unknown,unknown,al,19.0,11.798111925972618
39590,toyota,4runner limited sport,good,6 cylinders,gas,other,4wd,other,al,7.0,10.439980923050696
36990,chevrolet,tahoe lt sport utility,good,8 cylinders,other,other,unknown,other,al,10.0,10.852787438017229
25990,ram,1500 classic regular cab,good,6 cylinders,gas,other,unknown,pickup,al,6.0,10.229548637857024
25590,gmc,sierra 1500 regular cab,good,6 cylinders,other,other,unknown,pickup,al,10.0,10.471383252907115
2999,ford,taurus se,unknown,unknown,gas,automatic,unknown,unknown,al,23.0,12.100717685412471
29990,mazda,mx-5 miata grand touring,good,unknown,gas,other,rwd,other,al,6.0,8.565602330623925
19999,chevrolet,avalanche 4x4,unknown,unknown,gas,automatic,unknown,unknown,al,18.0,11.561725152903833
5999,bmw,530i,unknown,unknown,gas,automatic,unknown,unknown,al,18.0,12.013706813470414
6999,bmw,z4,unknown,unknown,gas,automatic,unknown,unknown,al,21.0,11.849404844423074
4499,chevrolet,impala ltz,unknown,unknown,gas,automatic,unknown,unknown,al,15.0,11.982935344196433
16989,rover,lr4,unknown,8 cylinders,gas,automatic,unknown,SUV,al,13.0,11.708574481975045
7500,volkswagen,cc,unknown,unknown,gas,automatic,unknown,sedan,al,13.0,11.613584948069406
13500,dodge,grand caravan,excellent,6 cylinders,gas,automatic,unknown,unknown,al,9.0,11.082157933374816
14499,nissan,murano,unknown,unknown,gas,unknown,4wd,wagon,al,9.0,11.732414346105623
6400,buick,enclave,unknown,unknown,gas,automatic,fwd,wagon,al,16.0,12.006303765532415
18400,ford,f-150,unknown,unknown,other,automatic,4wd,pickup,al,13.0,11.982535266676077
35900,rover,,unknown,unknown,gas,automatic,unknown,SUV,al,11.0,11.459324246215024
15990,toyota,camry le sedan 4d,good,unknown,hybrid,other,fwd,sedan,al,10.0,10.945476578263147
25495,mercedes-benz,c-class,unknown,4 cylinders,gas,automatic,unknown,sedan,al,8.0,10.646781120036646
27990,ford,ranger supercab xl pickup,good,unknown,gas,other,unknown,pickup,al,5.0,9.276970454273945
13977,chevrolet,impala,unknown,6 cylinders,gas,automatic,fwd,sedan,al,9.0,11.710078161342029
9930,toyota,sienna,unknown,6 cylinders,gas,automatic,fwd,mini-van,al,14.0,12.479559440076219
5977,nissan,altima,unknown,4 cylinders,gas,automatic,fwd,sedan,al,17.0,11.857124912507178
6995,toyota,highlander,unknown,4 cylinders,gas,automatic,fwd,SUV,al,18.0,12.433869354097029
32590,chevrolet,silverado 2500 hd crew,good,unknown,other,other,4wd,pickup,al,11.0,11.492886009632501
9000,mazda,miata,excellent,4 cylinders,gas,manual,rwd,convertible,al,19.0,11.156264806643742
